id,name,latitude,longitude,country_code
w1487260971,Caja de Salud Cordes,-11.02869,-68.758314,BO
w1491424752,Centro de Salud Blanca Flor,-11.724798,-66.929487,BO
w1501605171,Emergencias,-17.393654,-66.206207,BO
w1510279910,Centro de Salud Tuska Pujio,-17.414072,-66.055684,BO
w1523847561,Cntro de Salud Morado K´asa,-19.060581,-64.912835,BO
w1534417066,Emergency Health Centre,-16.770247,-68.174008,BO
w1539893705,Centro de Salud Palcoco,-16.332937,-68.418177,BO
w1540295675,Hospital Univalle Norte,-17.372037,-66.160845,BO
w1545147579,area de estudio,-16.502255,-68.136133,BO
w1546165675,Centro de Rehabilitación,-14.424713,-67.507921,BO
w1546761558,C.S. Villa Venezuela,-19.578592,-65.770918,BO
r3505939,Hospital Trinidad,-14.832114,-64.899134,BO
r9130109,HOSPITAL PALMARCITO,-21.53115,-64.711202,BO
r9578239,Complejo Hospitalario Viedma,-17.386946,-66.149289,BO
n1287850568,Univerzitetska bolnica Foča,43.527308,18.782292,BA
n4304194129,Medical Institute Bayer,44.527881,18.706689,BA
n5183852525,Ketti Veterinarska stanica,43.855365,18.389101,BA
n5794536353,Altamedica,44.168754,17.778597,BA
n7415675948,Emergency Health Centre,44.380161,18.359049,BA
n7563344235,Ortofizik,44.874034,18.816741,BA
n8155037364,Ambulanta Zgošća,44.147378,18.134853,BA
n9893459117,UKC Tuzla - Poliklinika za transfuziologiju,44.539106,18.691963,BA
n10292320732,Dom za starije Betanija,43.107807,17.705597,BA
n10560027840,"Kantonalna bolnica ""Dr. Irfan Ljubijankić""",44.809373,15.855973,BA
n12104422338,Emergency Health Centre,45.09939,15.963462,BA
n13204339743,Banja Slatina odjeljenje 7,44.82844,17.298925,BA
n13382318430,Apoteka,43.884883,18.415694,BA
n13469215064,Emergency Health Centre,43.88801,18.415951,BA
n13860152333,Галамедика,44.771888,19.223051,BA
n13861205103,Emergency Health Centre,44.053199,17.448164,BA
n13861213288,JZU Bolnica Sveti apostol Luka Doboj,44.71683,18.086118,BA
n13983780548,Emergency Health Centre,43.825735,18.339494,BA
w27514777,Dom zdravlja Ilidža,43.829911,18.310572,BA
w32228750,Klinika Jezero,43.876938,18.409163,BA
w44780021,"Klinika za plućne bolesti i tuberkulozu ""Podhrastovi""",43.871204,18.424756,BA
w45902268,Opća bolnica Prim. dr. Abdulah Nakaš,43.858562,18.407445,BA
w165060333,Zdravstveni Centar Brčko,44.877618,18.795624,BA
w167600004,Dom zdravlja Brod,45.143567,17.989978,BA
w168653925,Dom zdravlja Tomislavgrad,43.723598,17.224696,BA
w169183987,"Hrvatska bolnica ""Dr. fra Mato Nikolić""",44.192326,17.745991,BA
w171767433,"Kantonalna bolnica ""Dr. Irfan Ljubijankić""",44.809231,15.855174,BA
w192280087,Županijska bolnica dr. Mihovil Sučić,43.82706,17.00221,BA
w194614252,Bolnica Trebinje,42.71011,18.352003,BA
w205281054,Opća bolnica Jajce,44.34523,17.271307,BA
w220225359,Univerzitetski klinički centar Republike Srpske,44.783466,17.177369,BA
w228664368,"Dom zdravlja ""Kozma i Damjan""",45.183079,16.813801,BA
w289976793,Lječilište Gata,44.930052,15.809764,BA
w317763570,Opšta bolnica Gradiška,45.145102,17.246944,BA
w374625552,Kantonalna Bolnica Goražde,43.664327,18.977215,BA
w375862791,Klinički centar Univerziteta u Sarajevu,43.869731,18.415965,BA
w417169657,JZU Bolnica dr. Mladen Stojanović,44.983673,16.730947,BA
w424973539,Opća bolnica Konjic,43.655648,17.952237,BA
w425062058,Klinika urgentne medicine,43.869796,18.413879,BA
w425062061,Klinika za infektivne bolesti,43.870553,18.414146,BA
w429866459,Dom zdravlja Stolac,43.083778,17.957007,BA
w489652014,Opća bolnica Tešanj,44.609427,17.988713,BA
w490273900,Županijska bolnica Orašje,45.037921,18.689059,BA
w490998802,"Bolnica ""Sveti Vračevi"" Bijeljina",44.751619,19.221369,BA
w556334747,Dom zdravlja Novi Grad,45.047228,16.382041,BA
w558321586,Bolnica Travnik,44.229398,17.654807,BA
w558599734,Psihijatrijska Bolnica Kantona Sarajevo,43.887968,18.41809,BA
w558599735,Zavod za forenzičku psihijatriju Sokolac,43.919531,18.773634,BA
w591306464,Gradska Bolnica,45.184285,15.804852,BA
w630760865,Sveučilišna Klinička Bolnica Mostar,43.344879,17.789155,BA
w637550199,JU Zavod za bolesti ovisnosti Kantona Sarajevo,43.888101,18.41601,BA
w644749321,ZU BOLNICA iz hirurških oblasti LAGANIN,44.77314,17.183714,BA
w679738411,Emergency Health Centre,44.959415,18.301505,BA
w756163063,"Bolnica ""Srbija"" Istočno Sarajevo",43.797904,18.390779,BA
w770351375,Poliklinika Vitalis,43.350783,17.797932,BA
w808700273,Dom zdravlja Čapljina,43.11083,17.704925,BA
w847528979,Medicana Sarajevo,43.843998,18.337992,BA
w848470877,Dom zdravlja Derventa,44.972088,17.911189,BA
w849242705,Emergency Health Centre,43.26127,18.1144,BA
w851506300,JZU Bolnica Gradiška,45.145551,17.247488,BA
w865284697,Emergency Health Centre,44.183906,18.934003,BA
w870941856,"Dom zdravlja ""Ozren"" Petrovo",44.633866,18.361547,BA
w871824368,Emergency Health Centre,43.525108,18.779536,BA
w874359545,Bolnica S-tetik,44.760594,17.187655,BA
w886144193,Bolnica za plućne bolesti i tuberkulozu Travnik,44.229075,17.658361,BA
w900456827,Emergency Health Centre,44.723509,17.3188,BA
w914208563,Emergency Health Centre,42.71024,18.351745,BA
w922167353,Dom Zdravlja Kiseljak,43.942877,18.082417,BA
w943199137,"Bolnica ""Sveti apostol Luka""",44.716473,18.085844,BA
w966582058,Emergency Health Centre,44.89225,16.899154,BA
w1000538127,Emergency Health Centre,44.490871,17.378925,BA
w1000607483,Emergency Health Centre,44.282467,17.087839,BA
w1009370141,Emergency Health Centre,44.552133,16.366696,BA
w1011450122,Emergency Health Centre,43.661216,17.758536,BA
w1019507723,Klinika za ortopedsku hirurgiju Slatina,44.825511,17.299963,BA
w1039725520,Emergency Health Centre,43.346783,17.80393,BA
w1041151050,Emergency Health Centre,43.786002,19.289415,BA
w1041489576,Emergency Health Centre,43.93496,18.792997,BA
w1041618186,Emergency Health Centre,43.799437,18.347229,BA
w1041747206,Emergency Health Centre,44.733602,18.086721,BA
w1056085234,Emergency Health Centre,44.129108,18.120802,BA
w1071243365,Hitna pomoć,44.226013,17.661564,BA
w1075311718,Emergency Health Centre,44.415623,16.818352,BA
w1076383666,Dom zdravlja,44.423377,18.034719,BA
w1076578408,Emergency Health Centre,44.425108,18.031559,BA
w1081827665,Opća bolnica Sanski Most,44.768097,16.650735,BA
w1082716500,Emergency Health Centre,44.072594,18.949257,BA
w1086963935,Emergency Health Centre,44.806452,19.2611,BA
w1092451977,Emergency Health Centre,44.769996,18.659039,BA
w1101471090,Emergency Health Centre,44.168865,19.077109,BA
w1103871874,Emergency Health Centre,44.750666,17.162741,BA
w1110337870,Emergency Health Centre,44.380054,18.358992,BA
w1113751474,Emergency Health Centre,44.439242,18.147898,BA
w1132009635,Emergency Health Centre,44.979027,16.706579,BA
w1147666808,Medicinska elektronika,44.77645,17.190082,BA
w1159377864,Emergency Health Centre,45.059564,18.46617,BA
w1159702464,Emergency Health Centre,45.055364,18.461163,BA
w1190208198,Emergency Health Centre,44.862259,18.793442,BA
w1199265032,Emergency Health Centre,44.973611,16.843386,BA
w1204149577,Emergency Health Centre,43.677018,19.023775,BA
w1218473296,Emergency Health Centre,43.664903,18.447307,BA
w1218490704,Emergency Health Centre,43.670878,18.448995,BA
w1224595578,Emergency Health Centre,44.823701,17.215787,BA
w1228330730,Očna Klinika,43.866256,18.415177,BA
w1250786669,Ambulanta Pelagićevo,44.905046,18.611823,BA
w1269026212,Emergency Health Centre,44.367957,16.393466,BA
w1275034503,Emergency Health Centre,44.856423,19.144082,BA
w1275075119,Emergency Health Centre,44.844212,19.12473,BA
w1279728398,"Bolnica sveti arhiđakon Stefan – deveti januar, Trebinje",42.699072,18.340493,BA
w1312784804,Emergency Health Centre,44.753163,17.841229,BA
w1324665463,Emergency Health Centre,44.764818,17.17879,BA
w1342995916,Emergency Health Centre,44.771725,17.183948,BA
w1349790233,Emergency Health Centre,44.764398,17.192644,BA
w1349794502,Klinika za psihijatriju,44.765003,17.196783,BA
w1354179749,Emergency Health Centre,44.414622,17.088324,BA
w1354186550,Emergency Health Centre,44.417188,17.082792,BA
w1395564115,Gerontološki centar “Slateks” Slatina,44.82394,17.296931,BA
w1395573325,Emergency Health Centre,44.82764,17.299834,BA
w1395706268,Emergency Health Centre,43.168752,18.52723,BA
w1414100991,Dom zdravlja Bratunac,44.182229,19.331726,BA
w1421031871,Gerontološki centar,44.781492,17.186833,BA
w1430282144,Emergency Health Centre,44.797013,17.208153,BA
w1454786021,Emergency Health Centre,43.557563,19.072151,BA
w1459107003,Opća bolnica dr. Mustafa Beganović Gračanica,44.698305,18.302452,BA
w1468588079,JU Zavod za bolesti ovisnosti Kantona Sarajevo,43.888256,18.416101,BA
w1490589093,"JZU Doma zdravlja Stanari, ambulanta Cerovica",44.717532,17.888462,BA
w1518779150,Opća bolnica Bugojno,44.053144,17.44811,BA
w1531368796,Emergency Health Centre,42.952712,18.085975,BA
w1536983395,Emergency Health Centre,44.771954,19.222795,BA
w1539588199,Emergency Health Centre,43.804657,19.000149,BA
w1547327255,Dom zdravlja Sveti Luka,42.873005,18.425386,BA
r7976092,"Dom zdravlja ""Dr Mustafa Šehović"" Tuzla",44.540561,18.666962,BA
r8008403,Bolnica Nevesinje,43.261248,18.114501,BA
r11659924,Kantonalna Bolnica Zenica,44.209038,17.926372,BA
r11736085,"Kantonalna bolnica ""Dr. Safet Mujić"" Mostar",43.323631,17.823429,BA
r12231981,Univerzitetski Klinički Centar Tuzla,44.537385,18.692456,BA
r19799986,"Klinika za plućne bolesti i tubulozu ""Podhrastovi""",43.871287,18.424633,BA
r21201085,Bolnica Zvornik,44.387133,19.101493,BA
n3632652747,Mathathane Clinic,-22.267752,28.750037,BW
n5313526026,Letsholathebe II Memorial Hospital,-19.985725,23.462626,BW
n5331837334,Scottish Livingstone Hospital,-24.41285,25.485433,BW
n5354039151,Mahalapye District Hospital,-23.129607,26.79555,BW
n7546567386,Emergency Health Centre,-24.631235,25.885414,BW
n8679071117,Doctors Inn,-19.986826,23.424612,BW
n9250969618,Maun Private Hospital,-19.967338,23.449149,BW
n10867112732,Maruapula Health,-24.641959,25.929652,BW
n11443647269,Blood Transfusion,-24.658631,25.914358,BW
n13585915501,Diagnofirm,-24.642431,25.920805,BW
n14061389755,Kalafhi Day Hospital,-24.683471,25.911181,BW
w242752721,Letsholathebe II Memorial Hospital,-19.986628,23.462844,BW
w306092845,Mmadinare Primary Hospital,-21.867757,27.755676,BW
w310066701,Kachikau Clinic,-18.153734,24.504243,BW
w318371551,Rakops Health Post,-21.018872,24.413375,BW
w327872771,Shakawe Clinic,-18.361206,21.846299,BW
w351453129,Gobojango Clinic,-21.832092,28.729654,BW
w358315911,IDCC (CLINIC),-22.267884,28.749964,BW
w358315912,Child Welfare Clinic,-22.267636,28.749855,BW
w358315913,Maternity Ward,-22.267576,28.749995,BW
w359177285,Clinic Storage,-22.267405,28.750269,BW
w380988533,Gweta Primary Hospital,-20.208612,25.244983,BW
w381301021,Emergency Health Centre,-23.697229,24.717526,BW
w396814247,Serowe Hospital,-22.391707,26.691389,BW
w397122771,Selebi Pikwe Hospital,-21.972664,27.833681,BW
w397164625,Emergency Health Centre,-23.132827,26.794355,BW
w397231285,Sbrana Psychiatric Hospital,-25.199259,25.678858,BW
w397795964,Orapa Hospital,-21.331922,25.365402,BW
w409362387,Sekgoma Memorial Hospital,-22.423649,26.756744,BW
w415636863,Life Gaborone Private Hospital,-24.629399,25.933581,BW
w429362506,Bokamoso Private Hospital,-24.580526,25.840035,BW
w430485108,Emergency Health Centre,-23.675805,25.309883,BW
w459137834,Jwaneng Mine Hospital,-24.59571,24.73096,BW
w485550216,Nata Clinic,-20.207499,26.186389,BW
w500836314,Seventh Day Adventist Hospital,-24.972724,25.342375,BW
w554796077,Letlhakane Primary Hospital,-21.420409,25.584016,BW
w566537721,Tloaneng Clinic,-24.706726,25.746273,BW
w566588581,Lerala Clinic,-22.792372,27.762737,BW
w566639094,Lerala Clinic,-22.792704,27.762717,BW
w579752403,Gumare Primary Hospital,-19.371337,22.169357,BW
w586246653,Kasane Primary Hospital,-17.801255,25.149748,BW
w604970193,Princess Marina Referral Hospital,-24.656832,25.924698,BW
w605202294,Masunga Primary Hospital,-20.615953,27.44202,BW
w783831340,Nyangabwe Hospital,-21.173832,27.518655,BW
w783832526,Rakops Primary Hospital,-21.037981,24.412845,BW
w783839469,Thamaga Primary Hospital,-24.66662,25.534524,BW
w783841684,Bamalete Lutheran Hospital,-24.873296,25.880832,BW
w783842269,Letlhakeng Clinic,-24.100005,25.023009,BW
w783843207,Bobonong Primary Hospital,-21.98146,28.414259,BW
w783844846,Thebephatshwa Airbase Hospital,-24.244786,25.332122,BW
w783849690,Deborah Retief Memorial Hospital,-24.382938,26.147008,BW
w783849894,Airstrip Clinic,-23.115135,26.824198,BW
w783850117,Cheshire Foundation,-24.618911,25.855959,BW
w783850218,Tutume Primary Hospital,-20.489834,27.045596,BW
w783850449,Sefhare Primary Hospital,-23.022381,27.514603,BW
w783850555,Hukuntsi Primary Hospital,-23.99765,21.796331,BW
w783850640,Lorolwana Clinic,-25.320587,24.478986,BW
w783851945,Athlone Hospital,-25.206708,25.674649,BW
w801308525,MDR-TB Clinic and TB Research Laboratory,-24.668291,25.925762,BW
w802845094,Emergency Health Centre,-24.910528,25.788703,BW
w802952232,Emergency Health Centre,-24.327558,26.049606,BW
w855635196,Ditsweletse Clinic,-24.610975,24.726423,BW
w1020029661,Emergency Health Centre,-18.388564,21.836931,BW
w1382669086,Moshupa Hospital,-24.758543,25.419092,BW
w1384189607,Gantsi Primary Hospital,-21.710024,21.630958,BW
w1393799557,New Xade Hospital,-22.120287,22.415007,BW
w1547951285,Kavindama Primary Hospital,-18.388336,21.836729,BW
n35332689,Prontocor,-19.91788,-43.951836,BR
n257565325,Hospital Geral de Bragança,-1.053879,-46.767591,BR
n258373353,Hospital Santo Antônio Maria Zaccaria,-1.050273,-46.768741,BR
n258373354,Hospital das Clínicas de Bragança,-1.057517,-46.763949,BR
n321448936,Hospital Municipal Santa Alice,-23.147602,-50.517697,BR
n321510735,Posto de Saúde Bernardo Monteiro,-19.932112,-44.08159,BR
n439239039,24h Pronto Atendimento - Hospital Tacchini,-29.167498,-51.514497,BR
n453690483,Hospital São José,-19.965483,-44.015077,BR
n453690501,Hospital Santa Rita,-19.966061,-44.014832,BR
n476647429,Unidade Álvaro Alvim - HCPA,-30.037137,-51.198245,BR
n492635628,Hospital das Clinicas UE,-21.185691,-47.808456,BR
n495418452,Hospital Mental Psiquiatria,-23.49311,-47.402612,BR
n496497349,Casa Santa Ana,-22.950294,-43.366058,BR
n505204836,Beneficente Portuguesa,-1.447995,-48.482943,BR
n506540736,UMS Cidade Satélite,-5.866935,-35.224186,BR
n506849960,Hospital Galdino Campos,-22.968115,-43.183477,BR
n528921479,São Camilo,-29.839104,-51.16143,BR
n530313758,Fundação Hospitalar Pio XII,-27.478658,-53.405666,BR
n581423130,Hospital Beneficente de Condor,-28.20958,-53.489028,BR
n583339444,Emergency Health Centre,-18.420552,-39.709482,BR
n598666734,Hospital São José Rodeio Bonito,-27.47136,-53.168758,BR
n598666735,Hospital São Gabriel Ametista do Sul,-27.365301,-53.171865,BR
n619006646,Posto Médico de Monte Gordo,-12.644486,-38.083069,BR
n652262766,Posto Municipal de Saúde 24 Horas,-22.9316,-42.498683,BR
n713261830,SESI Clínica,-5.824762,-35.225195,BR
n790023635,Emergency Health Centre,-9.247704,-36.017426,BR
n791438160,Emergency Health Centre,-9.31688,-36.477466,BR
n795934615,Emergency Health Centre,-9.482787,-35.85391,BR
n813263723,Unidade Mista de Saúde,-6.187761,-35.092041,BR
n815566756,Prontobaby,-22.920998,-43.232519,BR
n815701434,Pronto Socorro da Tijuca - Tijucor,-22.925162,-43.226288,BR
n816213010,Hospital Israelita Albert Sabin,-22.915454,-43.223993,BR
n819284886,Hospital do Amparo Feminino,-22.925065,-43.208492,BR
n829527060,Hospital 25 de Dezembro,-22.895877,-43.276598,BR
n830435597,Hospital Vital,-22.906188,-43.26819,BR
n831326539,Emergency Health Centre,-8.841154,-35.45759,BR
n840695877,Hospital São Paulo,-23.597777,-46.643533,BR
n840722121,Hospital Amparo Maternal,-23.600057,-46.643394,BR
n845009397,Hospital Pediátrico Unimed João Pessoa,-7.129304,-34.858484,BR
n880758867,Unidade de Pontro Atendimento - Regional Leste,-19.904036,-43.906002,BR
n884419115,Emergency Health Centre,-7.14645,-35.263082,BR
n899637205,Clínica Polar,-22.808141,-42.986583,BR
n920881855,Hospital Doutor Paulo Fortes,-25.87547,-50.381592,BR
n923768053,Hospital Casa de Saúde de Remanso,-9.619645,-42.080674,BR
n923768055,Hospital São Pedro,-9.619454,-42.080373,BR
n939170981,Alba-Medicenter,-22.935506,-43.181561,BR
n943124181,Emergency Health Centre,-7.221413,-36.631191,BR
n955208575,UAI Roosevelt,-18.891103,-48.28571,BR
n965541678,Clínica Santo André,-2.539034,-44.204995,BR
n1005547499,Hospital Comunitário São Peregrino Lazziozi,-28.926975,-51.548573,BR
n1005874823,Mediscan Medicina Diagnóstica,-19.927477,-43.927216,BR
n1014157096,Mater Dei EMEC,-12.255229,-38.954161,BR
n1141576821,Hospital Presidente Vargas,-29.6485,-51.175069,BR
n1145406159,Hospital Ortopédico,-12.255795,-38.957054,BR
n1156758100,HTO Hospital Geral,-12.255354,-38.952283,BR
n1157112290,Emergency Health Centre,-20.111624,-43.060974,BR
n1200867105,Hospital Ministro Costa Cavalcante,-25.497776,-54.568131,BR
n1228585870,Hospital Municipal Doutor Joaquim Brochado,-16.368522,-46.901182,BR
n1228586311,Hospital Santa Mônica,-16.357771,-46.903382,BR
n1231540382,CAIS Bairro Goiá,-16.679675,-49.327792,BR
n1232303260,Hospital Dr. Beda,-21.76433,-41.326119,BR
n1241363190,Pronto Atendimento Ápio Cardoso,-22.768579,-46.223425,BR
n1264351679,Hospital Santa Casa,-21.635764,-41.048735,BR
n1278213856,Clinica de Saude,-25.570815,-48.313955,BR
n1278857490,IMED Sudoeste,-14.205149,-41.668006,BR
n1325750001,Hospital Professor Magalhães Neto,-14.203729,-41.675152,BR
n1332347786,Emergency Health Centre,-24.116256,-49.34573,BR
n1341286680,Hospital 9 de Julho,-21.763626,-43.344231,BR
n1341286693,Hospital Oncológico,-21.76392,-43.344151,BR
n1341687114,Hospital Municipal São João Batista,-26.473754,-51.152979,BR
n1345324253,Cotrauma,-22.983932,-43.219396,BR
n1345989030,Hospital Municipal de Brasnorte,-12.123375,-58.005077,BR
n1362245452,Santa Casa de Misericórdia,-12.601842,-38.963225,BR
n1398741907,Hospital São Victor,-22.927419,-43.244111,BR
n1409106534,Esquadrão da Vida,-22.044684,-50.175592,BR
n1416763335,Hospital São Vicente de Paulo - HSVP,-29.886756,-50.265353,BR
n1423330153,MedCenter,-30.032704,-51.17819,BR
n1457442328,Emergência do Hospital Regional de Taguatinga - HRT,-15.822927,-48.068796,BR
n1461724319,Emergency Health Centre,-20.239486,-56.376609,BR
n1468884972,Hospital Municipal Madalena Parrillo Calixto,-19.766714,-43.852624,BR
n1473656664,Maternidade N. Sra. da Luz,-25.296806,-54.099768,BR
n1526228667,CAIS-Centro de Atendimento Integrado à Saúde Luiza,-28.273159,-52.412716,BR
n1582698291,Emergency Health Centre,-19.87465,-44.006409,BR
n1590255045,Hospital Family,-23.605742,-46.750509,BR
n1590265394,Intermédica Centro Clínico Taboão da Serra,-23.606907,-46.75386,BR
n1590265395,Fisioterapia Ortoclimed,-23.606632,-46.754225,BR
n1590265407,Predict Medicina Diagnóstica,-23.606303,-46.754327,BR
n1593034711,Clínica Policlin,-15.24598,-40.245358,BR
n1593588083,Hospital Municipal Maria Verli Pinheiro,-11.911487,-61.770899,BR
n1593626789,Centro de Saúde -SESP,-11.90565,-61.785619,BR
n1607420124,Hospital e Maternidade Celso Pierro,-22.922146,-47.119335,BR
n1640391821,Santa Casa de Misericodia de Riolandia,-19.981923,-49.677656,BR
n1643692484,Hospital Municipal Sebastião Alves,-12.560987,-41.388427,BR
n1646829764,Pró Matre Paulista,-23.56573,-46.649385,BR
n1654393038,Hospital São Francisco de Assis,-21.9363,-50.51352,BR
n1655890955,Hospital Dom João Becker,-29.940547,-50.994212,BR
n1655891063,Clínica Solaris,-29.946483,-50.99514,BR
n1666700808,Policlinica - Construmat,-15.634788,-56.107017,BR
n1668796042,Hospital Municipal de Itacaré,-14.278425,-38.99646,BR
n1680866339,SUS Ambulatório de Geriatria,-21.169705,-47.804957,BR
n1682708634,Santa Casa Montes Claros,-16.725359,-43.870256,BR
n1682727835,Hospital Universitário de Montes Claros,-16.725583,-43.867176,BR
n1682739554,IPSEMG,-16.731431,-43.871458,BR
n1686141615,Hospital Nossa Senhora da Glória,-32.031789,-53.391732,BR
n1687176018,Centro Municipal de Saúde,-32.024763,-53.395365,BR
n1693148046,PAM - Pronto Atendimento Medico,-23.408647,-53.37275,BR
n1693998312,Hospital Militar de Área de São Paulo,-23.56967,-46.613449,BR
n1694982889,Hospital Cristo Redentor,-28.448127,-52.194137,BR
n1697744775,Emergency Health Centre,-17.880616,-51.716779,BR
n1697754233,Emergency Health Centre,-17.881798,-51.714885,BR
n1701714478,Hospital Lotty Íris,2.814586,-60.668917,BR
n1703393724,Hospital Municipal de Jacundá,-4.449658,-49.11158,BR
n1710699166,Hospital Municipal,-17.741237,-48.616668,BR
n1710752771,Hospital e Maternidade Nossa Senhora,-17.744118,-48.630256,BR
n1715667499,Hospital Adriano Jorge,-3.118882,-60.005602,BR
n1721394302,Hemoam - Fundação Hospitalar de Hematologia e Hemoterapia do Amazonas,-3.086054,-60.027199,BR
n1724375802,Santa Lucia Prontonorte,-15.735644,-47.895501,BR
n1734297311,Hospital Regional de Princesa Isabel,-7.736015,-37.978702,BR
n1737405597,Centro Psiquiátrico,-3.086779,-60.02742,BR
n1743199657,Hospital Especializado Lopes Rodrigues,-12.272154,-38.941993,BR
n1750574655,Posto de Saúde da Família,-10.061655,-38.358543,BR
n1751007447,Centro Médico Fausto Cardoso,-10.069772,-38.351887,BR
n1754038836,Hospital e Maternidade,-4.678187,-37.821006,BR
n1754044911,Posto de Saúde da Família,-4.677647,-37.828615,BR
n1754045402,Posto de Saúde da Família São Francisco,-4.682341,-37.826158,BR
n1754350974,PSF Alto Ferrão,-4.729923,-37.807458,BR
n1754512249,Posto de Saúde da Família,-4.730501,-37.779734,BR
n1756773165,Hospital das Clínicas de Teresópolis (HCT),-22.398431,-42.960731,BR
n1756874314,Clínica CliniPAE,-22.787349,-43.324447,BR
n1774210832,Hospital das Clínicas de Eunápolis,-16.382071,-39.588173,BR
n1775535359,Emergency Health Centre,-25.38111,-49.359694,BR
n1777396529,Hospital Municipal Santa Luzia,-22.857008,-54.605272,BR
n1777411427,Posto de Saude,-22.864574,-54.606206,BR
n1785442914,Pronto Socorro,-23.890824,-46.420399,BR
n1786407239,Hospital Universitário Santa Terezinha,-27.171605,-51.506435,BR
n1793871060,Hospital São Raphael,-23.311038,-51.365963,BR
n1799049993,Emergency Health Centre,-29.932703,-51.019618,BR
n1800111347,Instituto da Criança do Amazonas,-3.11954,-60.004042,BR
n1805710846,Hospital Federal dos Servidores do Estado,-22.896616,-43.188269,BR
n1813389064,Casa de Saúde e Maternidade Nossa Senhora da Conceição,-6.92925,-37.095775,BR
n1822506327,Emergency Health Centre,-32.183707,-52.167149,BR
n1823319566,Hospital Municipal de Paragominas,-2.992784,-47.358142,BR
n1823485110,Hospital Sao Paulo,-2.980968,-47.348619,BR
n1825438768,Pronto Atendimento,-22.160621,-46.042147,BR
n1827161812,UPA Barreiro,-19.995976,-44.020332,BR
n1827555331,Centro de Saúde,-19.995849,-44.00536,BR
n1828177506,Hospital São Vicente de Paulo,-20.582414,-46.917297,BR
n1829926323,Santa Casa de Misericórdia,-21.055733,-49.693777,BR
n1833439814,Hospital Central da Marinha,-22.896052,-43.17399,BR
n1835919794,Santa Casa de Misericórdia de Taquaritinga,-21.404739,-48.504326,BR
n1835919814,Pronto Atendimento Santa Casa/UNIMED,-21.405009,-48.504605,BR
n1836081788,Unidade Pronto Atendimento Municipal,-21.402359,-48.497314,BR
n1841665354,Centro de Saúde Pindorama,-19.909783,-44.02197,BR
n1849977458,Unidade de Saúde de Biritinga,-11.622449,-38.804223,BR
n1858114043,Hospital Dia SerCor,-19.829603,-43.972128,BR
n1859114565,Centro Médico São Gabriel,-14.207837,-41.668103,BR
n1862385692,Hospital Santo Antônio,-30.169931,-53.564093,BR
n1866525022,Hospital Bom Jesus,-24.240902,-51.672193,BR
n1866573548,Hospital e Maternidade Ivaiporã,-24.249164,-51.674316,BR
n1867531900,Pronto Atendimento São Benedito,-19.784836,-43.932732,BR
n1870734947,Nossa Senhora do Carmo,-22.898419,-43.561091,BR
n1883262298,Emergency Health Centre,-6.919607,-38.32362,BR
n1887613562,Emergency Health Centre,-22.955766,-43.185112,BR
n1907538535,Centro de Saúde Ouro Preto,-19.885214,-43.987531,BR
n1909915535,Posto Médico Serra do Tronco,-6.863007,-37.451366,BR
n1910617570,Clínica São Felipe,-12.2579,-38.961433,BR
n1910617579,Unimed Feira de Santana,-12.258877,-38.960264,BR
n1930037145,Hospital e Pronto-Socorro da Criança Zona Leste,-3.073504,-59.961404,BR
n1938815099,Santa Casa de Misericórdia,-12.669091,-39.101932,BR
n1940506219,Hospital Prontocor Muriaé,-21.129508,-42.372724,BR
n1941517004,IPER,-12.657674,-39.121281,BR
n1950091877,Antoninho da Rocha Marmo,-23.20506,-45.887404,BR
n1953603702,P.S. BOLPEBRA,-10.943271,-69.566742,BR
n1962631074,Hospital Regional de Castro Alves,-12.765529,-39.437228,BR
n1962631092,Unidade de Saúde da Família João Francisco de Oliveira,-12.705368,-39.33667,BR
n1970487337,Hospital Lar Belém,-24.465947,-53.951804,BR
n1970951004,Hospital Anna Fiorillo Menarim,-24.806134,-49.987952,BR
n1978061195,Hospital Municipal Oscar Ramires Pereira,-21.701694,-57.884772,BR
n1978722507,Unidade básica de saúde de Bujaru,-1.516034,-48.04663,BR
n1989706181,AME,-9.350884,-40.519761,BR
n1990364979,FAMEDE,-12.672049,-39.107326,BR
n1993232033,Hospital de Porto Trombetas,-1.467118,-56.376089,BR
n1998856998,CEMAIS,-19.984364,-43.85576,BR
n2012401969,Unidade Mista de Saúde Dona Inês,-18.844262,-46.790873,BR
n2015314169,Emergency Health Centre,-22.995063,-43.239236,BR
n2016914615,Hospital Santo Antônio,-29.5576,-55.126629,BR
n2018564792,Unidade de Referência para a saúde da Família,-19.969464,-44.037063,BR
n2034662754,UPA 24h,-12.663533,-39.114479,BR
n2038928961,Hospital Edelmira Nunes de Oliveira,-21.462657,-56.107583,BR
n2042676938,Posto Saúde Bananal,-29.621644,-51.419942,BR
n2044331920,Hospital de Caridade de Ijui,-28.393842,-53.910097,BR
n2045561733,Hospital Bom Pastor,-28.394068,-53.899475,BR
n2050622888,Hospital São Vicente,-29.69517,-54.671686,BR
n2051427664,Posto de Saúde do Antônio Dias,-20.387096,-43.499517,BR
n2051860840,Fundação Doutor Moisés Magalhães Freire,-17.338135,-44.939488,BR
n2052992881,Unimed Inconfidentes,-20.401064,-43.517293,BR
n2056170926,Hospital São Sebastião Mártir,-29.607534,-52.191168,BR
n2056349444,Hospital e Maternidade de Artur Nogueira,-22.578631,-47.165246,BR
n2057128594,Emergency Health Centre,-23.20081,-45.889066,BR
