id,name,latitude,longitude,country_code
w179102074,Canberra Hospital,-35.346766,149.102109,AU
w179411627,St John of God Bendigo Hospital,-36.761837,144.263597,AU
w180653963,Repat Health Precinct,-34.990356,138.589705,AU
w181219963,The Memorial Hospital,-34.912909,138.600084,AU
w181469729,Gawler Health Service,-34.593404,138.755194,AU
w182327961,Royal Adelaide Hospital,-34.920611,138.586177,AU
w182486563,Biggenden Multipurpose Health Service,-25.506335,152.050995,AU
w182807929,Sandringham & District Memorial Hospital,-37.960879,145.018102,AU
w183105317,Campbelltown Private Hospital,-34.075552,150.804947,AU
w183558011,Morawa Peronjori Health Service,-29.212914,116.004541,AU
w183857711,Albury Wodonga Health - Albury Campus,-36.078556,146.938137,AU
w184393676,Greenwich Hospital,-33.827538,151.183862,AU
w184704503,Blue Care Respite Care,-21.163131,149.182784,AU
w186250212,Alice Springs Hospital,-23.706177,133.878259,AU
w186982866,Laverton Hospital,-28.626606,122.399623,AU
w187088351,Exmouth Hospital,-21.928133,114.119928,AU
w187774709,Longreach Base Hospital,-23.439039,144.261131,AU
w188745684,Hamilton Base Hospital,-37.737017,142.031015,AU
w189197629,Halls Creek District Hospital,-18.225895,127.666141,AU
w189944977,Walcha Multi-Purpose Service,-30.986578,151.598757,AU
w190374174,Bamaga Hospital,-10.894262,142.38489,AU
w190582877,Kerang District Health,-35.723865,143.917826,AU
w191176073,Warwick Hospital,-28.224359,152.017402,AU
w191213661,Baillie Henderson Hospital,-27.525069,151.937741,AU
w192849484,Inglewood Hospital,-36.571983,143.873773,AU
w192854416,Quilpie Hospital,-26.616388,144.274539,AU
w192882344,Charleville Hospital,-26.411706,146.239049,AU
w192884557,Beaufort Hospital,-37.43115,143.382418,AU
w193273437,Tennant Creek Hospital,-19.647886,134.186993,AU
w194422047,Cunnamulla Hospital,-28.071074,145.689941,AU
w196975499,Blackall Hospital,-24.422801,145.449002,AU
w197277666,East Wimmera Health Service - Donald Campus,-36.366637,142.976351,AU
w197451936,Otway Health & Community Services Apollo Bay,-38.753862,143.664006,AU
w197853012,Casterton Memorial Hospital,-37.589995,141.392392,AU
w200375644,Gloucester Soldiers Memorial Hospital,-32.014921,151.958376,AU
w200384051,Cann Valley Bush Nursing Centre,-37.563662,149.151655,AU
w200882123,Wonthaggi Medical Centre,-38.60488,145.587894,AU
w201073947,Baradine Multi-Purpose Service,-30.945027,149.066401,AU
w201084041,Coonabarabran Health Service,-31.274624,149.284342,AU
w201105952,Tully Hospital,-17.927123,145.923671,AU
w202901843,John James Healthcare Campus,-35.319764,149.095595,AU
w203195048,Tenterfield Community Hospital,-29.045152,152.013892,AU
w203432526,Coolah Multi-Purpose Service,-31.821535,149.709989,AU
w203844106,Belmont Private Hospital,-27.500784,153.099133,AU
w206967239,Royal Prince Alfred Hospital,-33.889184,151.181537,AU
w207533061,Barraba Multi-Purpose Service,-30.382576,150.605866,AU
w207673151,Bingara Multi-Purpose Service,-29.863762,150.579102,AU
w207844007,Royal North Shore Hospital,-33.821364,151.191089,AU
w208505289,Kempsey District Hospital,-31.067779,152.82081,AU
w208532207,Port Macquarie Base Hospital,-31.452392,152.878832,AU
w208532208,Port Macquarie Private Hospital,-31.441908,152.909282,AU
w209448491,Manilla Multi-Purpose Service,-30.745572,150.732031,AU
w213482233,Heathcote Hospital,-36.925455,144.708717,AU
w217420018,Deloraine District Hospital,-41.528116,146.659655,AU
w217728564,Dungog Hospital,-32.401428,151.745781,AU
w218426176,St John of God Warrnambool Hospital,-38.37116,142.479254,AU
w219503952,Orbost Regional Health,-37.702091,148.465422,AU
w219506349,Maffra District Hospital,-37.960959,146.983755,AU
w219509937,Maryvale Private Hospital,-38.215404,146.418688,AU
w219515373,Griffith Base Hospital,-34.282016,146.043943,AU
w219621563,Bellinger River District Hospital,-30.457293,152.893494,AU
w219759856,Yarram and District Health Service,-38.557284,146.678197,AU
w219760833,South Gippsland Hospital,-38.658978,146.206629,AU
w219892802,Gippsland Southern Health Service - Korumburra,-38.430351,145.828116,AU
w219893484,Wonthaggi Hospital,-38.608288,145.581085,AU
w220078647,Healesville & District Hospital,-37.646848,145.528989,AU
w220094117,Alpine Health [Mount Beauty],-36.743433,147.16983,AU
w220229825,Woomelang & District Bush Nursing Centre,-35.682025,142.665392,AU
w220229876,Mount Gambier & Districts Health Service,-37.805261,140.786898,AU
w220413058,Sea Lake & District Hospital,-35.500572,142.857806,AU
w220463642,East Wimmera Health Service (Birchip Campus),-35.980213,142.915877,AU
w220738911,Rainbow Bush Nursing Hospital,-35.903886,141.995371,AU
w220972880,Weipa Hospital,-12.640721,141.866804,AU
w221179743,East Grampians Health Service,-37.544666,142.745977,AU
w221447439,Cranbourne Integrated Care Centre,-38.113413,145.281106,AU
w221689275,Berri Hospital,-34.276278,140.601532,AU
w221690306,Renmark Paringa District Hospital,-34.164658,140.744846,AU
w221802620,Rupanyup Hospital & Nursing Home,-36.636552,142.631921,AU
w222307236,Community Health Centre,-36.463335,142.591772,AU
w222413475,Murtoa Community Health Centre,-36.619801,142.470772,AU
w222622253,Rural Northwest Health Hopetoun,-35.732022,142.366548,AU
w222882730,East Melbourne Specialist Day Hospital,-37.809645,144.983242,AU
w223101843,Warrnambool Base Hospital,-38.380061,142.472994,AU
w223117302,Kalgoorlie Regional Hospital,-30.74094,121.470405,AU
w223531574,Clermont Hospital,-22.825405,147.631906,AU
w226170038,Corryong Hospital,-36.199127,147.902783,AU
w226969414,Wycheproof Hospital,-36.078488,143.234118,AU
w228634164,Peterborough Soldiers' Memorial Hospital,-32.980805,138.830213,AU
w228635694,Jamestown Hospital,-33.212083,138.616149,AU
w228776740,Rural Northwest Health Warracknabeal Campus,-36.252324,142.38189,AU
w228920649,The Queen Elizabeth Hospital,-34.88384,138.53364,AU
w229235643,Gundagai Multi-Purpose Service,-35.05232,148.102208,AU
w229238510,Batlow-Adelong Multi-Purpose Service,-35.522598,148.148114,AU
w229626099,Tumut District Hospital,-35.307515,148.219202,AU
w230220219,Dudley Private Hospital,-33.281586,149.121518,AU
w230226038,Rural Northwest Health Beulah Campus,-35.938273,142.421662,AU
w230341839,Orange Health Service,-33.317026,149.093066,AU
w231048030,Winton Hospital,-22.381159,143.04077,AU
w232630255,Myrtleford Memorial Hospital,-36.554233,146.728774,AU
w233224216,Bowen Hospital,-20.00703,148.239808,AU
w233813192,Tweed Hospital,-28.177091,153.545653,AU
w235109786,St John of God Midland Public and Private Hospitals,-31.894866,116.009304,AU
w237595520,Rankin Park Centre,-32.923996,151.696612,AU
w237757013,Insight Private Hospital,-36.081674,146.910858,AU
w237931110,Dorset Rehabilitation Centre,-37.72325,144.947712,AU
w238042986,Newman Hospital,-23.354785,119.736328,AU
w238150175,Robinvale District Health Services,-34.584141,142.781509,AU
w238820756,Theodore Hospital,-24.943108,150.07531,AU
w239391734,Peel Health Campus,-32.533156,115.764638,AU
w240451380,Mungindi Multipurpose Health Service,-28.972456,148.989134,AU
w241060687,Mercy Health Albury,-36.069197,146.91661,AU
w242335706,Broome Hospital,-17.96079,122.236527,AU
w242803277,Onslow Hospital,-21.643293,115.115203,AU
w242912630,Carnarvon Hospital,-24.886785,113.658987,AU
w243384731,Mullewa Health Service,-28.535985,115.509817,AU
w244926877,Warren District Hospital,-34.240763,116.153159,AU
w245023786,Skipton Hospital,-37.684207,143.367505,AU
w245395867,Dumbleyung Health Service,-33.310199,117.740287,AU
w245398973,Broadmeadows Hospital,-37.684614,144.912216,AU
w245931031,Health Care Centre,-20.271994,148.705467,AU
w248632372,Northam Hospital,-31.649366,116.657657,AU
w250067089,Sarina Community Care - Respite Centre,-21.423364,149.222159,AU
w250470703,Pemberton District Hospital,-34.445066,116.031564,AU
w250483981,Denmark Hospital,-34.955969,117.357565,AU
w250487543,Albany Regional Hospital,-35.003467,117.90456,AU
w250488325,Blue Care Respite Centre,-20.010833,148.241104,AU
w250698738,Leonora Hospital,-28.894427,121.337669,AU
w251302312,Kojonup Hospital,-33.829296,117.153102,AU
w252100598,Plantagenet Hospital,-34.625938,117.654432,AU
w254766293,Mossman Multipurpose Health Service,-16.463815,145.368115,AU
w255503956,Trundle Multi Purpose Health Service,-32.921286,147.704278,AU
w256149913,Jeparit Hospital,-36.141405,141.984647,AU
w256675887,Shoalhaven District Memorial Hospital,-34.869607,150.594959,AU
w256787493,South East Regional Hospital,-36.689514,149.857963,AU
w257200524,Toowoomba Surgicentre,-27.566478,151.97391,AU
w257374229,Coonamble Multi-Purpose Service,-30.965218,148.387643,AU
w257761520,Reservoir Private Hospital,-37.717413,144.997248,AU
w258244752,Mitcham Private Hospital,-37.81048,145.194751,AU
w259144815,Collinsville Multi-Purpose Health Service,-20.546287,147.838004,AU
w259893757,Proserpine Hospital,-20.400375,148.584847,AU
w260185669,Royal Newcastle Centre,-32.923186,151.694595,AU
w260681381,Tom Price Hospital,-22.695712,117.789954,AU
w260699702,Whyalla Hospital,-33.033802,137.577474,AU
w260707340,Port Pirie Hospital,-33.176812,138.005575,AU
w260881623,Clare Hospital,-33.829633,138.61439,AU
w264056530,Tumby Bay Hospital,-34.372101,136.10404,AU
w264288536,Port Augusta Hospital and Regional Health Service,-32.50999,137.775925,AU
w265523681,Mount Isa Base Hospital,-20.730547,139.493889,AU
w265578197,Burra Hospital,-33.685433,138.934632,AU
w265723966,Creswick Hospital and Nursing Home,-37.420511,143.892028,AU
w265910010,Alfred Hospital,-37.846153,144.982588,AU
w266067397,Winchelsea Hospital,-38.243111,143.985798,AU
w267014990,Balaklava Hospital,-34.13903,138.420375,AU
w267188140,Mannum District Hospital,-34.916532,139.308578,AU
w267933095,Moranbah Hospital,-22.002444,148.05589,AU
w268296612,Calvary Adelaide Hospital,-34.929425,138.605412,AU
w268837208,Burnside War Memorial Hospital,-34.92764,138.638588,AU
w270504290,Bordertown Memorial Hospital,-36.312074,140.766464,AU
w270790547,St Vincent's Private Hospital,-33.880923,151.219813,AU
w272720512,Epworth Rehabilitation,-37.816005,144.992511,AU
w273864558,St George Hospital,-33.966952,151.13398,AU
w276434644,Western Private Hospital,-37.793192,144.885873,AU
w276893325,King Island District Hospital and Health Centre,-39.929839,143.858648,AU
w280416427,North West Private Hospital,-41.045969,145.879428,AU
w280924579,Coffs Harbour Health Campus,-30.317867,153.094294,AU
w282932225,Redcliffe Hospital,-27.227712,153.10403,AU
w285841781,Parkwyn Private Hospital,-34.928404,138.614273,AU
w287856345,The Hills Private Hospital,-33.743938,150.982721,AU
w288191361,Bacchus Marsh & Melton Regional Hospital,-37.677942,144.433557,AU
w288404912,Melton Health Hub,-37.687377,144.558147,AU
w290512590,St Vincent's Private Hospital Kew,-37.806514,145.023702,AU
w291605090,Mudgee District Hospital,-32.602894,149.587655,AU
w292984451,Barcaldine Multipurpose Health Service / Central West Oral Health Service,-23.553365,145.294085,AU
w293187632,Dartmoor & District Bush Nursing Centre,-37.924247,141.27545,AU
w295344938,Mildura Base Public Hospital,-34.186244,142.14306,AU
w296429114,Caboolture Hospital,-27.081503,152.964023,AU
w298932579,St John Of God Frankston Rehabilitation Hospital,-38.153188,145.155847,AU
w300745775,Trentham Aged Care Hostel,-37.386329,144.327708,AU
w302254309,Biloela Hospital,-24.396061,150.517673,AU
w302375095,Canossa Private Hospital,-27.554584,152.963669,AU
w302380921,Gosford Hospital,-33.420396,151.339063,AU
w302399578,South Eastern Private Hospital,-37.966212,145.192013,AU
w304746676,North Lakes Day Hospital,-27.23912,153.021876,AU
w305358576,Lockhart Multi-Purpose Service,-35.222368,146.719187,AU
w306193479,Hay Multi-Purpose Service,-34.50041,144.851519,AU
w306825486,Capricorn Coast Hospital and Health Service,-23.143455,150.73378,AU
w306963576,St Vincents on the Park,-37.811188,144.977717,AU
w307128016,Moruya Hospital,-35.903991,150.070447,AU
w308980633,Toronto Private Hospital,-33.015363,151.593395,AU
w309527369,Yarrawonga Hospital,-36.011852,146.006594,AU
w311852621,Craigieburn Community Hospital,-37.595464,144.919017,AU
w312068113,Capella Health Services,-23.08025,148.021897,AU
w312572527,The Park Centre for Mental Health,-27.600971,152.910979,AU
w314666737,Cootamundra Health Service,-34.634728,148.012944,AU
w314667299,Junee Multi-Purpose Service,-34.865009,147.579229,AU
w316384292,Cooktown Multipurpose Health Service,-15.477718,145.250384,AU
w317070811,Bundoora Extended Care Centre,-37.701609,145.05559,AU
w317355138,Shellharbour Hospital,-34.559049,150.840417,AU
w317474175,Fairfield Hospital,-33.8601,150.903388,AU
w319870754,Chinchilla Hospital,-26.740827,150.634996,AU
w320149328,Port Lincoln Hospital and Health Service,-34.724025,135.850194,AU
w320493071,Goroke Community Health Centre,-36.714911,141.483369,AU
w329374268,West Gippsland Hospital,-38.173789,145.928149,AU
w329631219,Nambour General Hospital,-26.620995,152.951162,AU
w330039069,East Wimmera Health Service St Arnaud Campus,-36.609562,143.246854,AU
w330040789,East Wimmera Health Service - Charlton Campus,-36.268393,143.352496,AU
w332359171,Albury Wodonga Private Hospital,-36.075756,146.883262,AU
w332532205,Lismore Base Hospital,-28.808743,153.291615,AU
w336931375,Murray Bridge Soldiers Memorial Hospital,-35.129381,139.280791,AU
w342028767,Omeo District Health,-37.098266,147.597229,AU
w342678725,City Lower West Older Adult Mental Health Service (Selby OAMH),-31.958203,115.802056,AU
w350761126,Mater Private Hospital Rockhampton,-23.398115,150.49794,AU
w351040236,Northeast Health Wangaratta,-36.354223,146.313175,AU
w352050532,Anne Caudle Campus,-36.751105,144.280694,AU
w352542557,Moura Multipurpose Health Service,-24.575733,149.976471,AU
w353126933,Dorrigo Multi-Purpose Service,-30.34076,152.713783,AU
w354273903,Buderim Private Hospital,-26.683914,153.093013,AU
w354318930,Saint Vincent's Private Hospital Brisbane,-27.473491,153.03492,AU
w355374798,Robina Hospital,-28.071049,153.375719,AU
w362191474,Kareena Private Hospital,-34.035123,151.11426,AU
w364129641,Grafton Base Hospital,-29.674809,152.941132,AU
w365888762,Hervey Bay Hospital,-25.298704,152.82108,AU
w366939649,Leeton District Hospital,-34.545252,146.409057,AU
w367369801,Narrandera Health Service,-34.742905,146.54742,AU
w370667820,Wagga Wagga Base Hospital,-35.118597,147.357446,AU
w370798261,Newcastle Eye Hospital,-32.909972,151.717659,AU
w370804023,Newcastle Private Hospital,-32.922694,151.698077,AU
w370853869,John Flynn Private Hospital,-28.154255,153.48826,AU
w372008303,Goulburn Base Hospital,-34.747867,149.713204,AU
w373859385,Goodooga Health Service,-29.110256,147.456018,AU
w374035529,Brewarrina Multi-Purpose Service,-29.961609,146.864251,AU
w376320463,BlueCross Broughtonlea,-37.82805,145.104643,AU
w376529263,Childers Hospital,-25.239634,152.273151,AU
w376633768,Friendly Society Private Hospital,-24.871001,152.342473,AU
w377682365,Cobram District Hospital,-35.915738,145.650726,AU
w377719598,Cooma Hospital and Health Service,-36.241405,149.130591,AU
w379322714,Wondai Hospital,-26.323608,151.878704,AU
w381392386,St John of God Burwood Hospital,-33.870027,151.100289,AU
w381394010,Strathfield Private Hospital,-33.871918,151.097567,AU
w384316966,Esperance Hospital,-33.856099,121.891951,AU
w386442122,Cowra Health Service,-33.831693,148.692544,AU
w387465163,Dongara Health Centre,-29.265039,114.933893,AU
w387748051,Sydney Hospital,-33.868213,151.212863,AU
w388943273,North Midlands Health Service,-29.534369,115.759501,AU
w389464763,Julia Creek Hospital,-20.656011,141.750192,AU
w389518483,Wongan Hills Health Service,-30.894122,116.724783,AU
w389781737,Como Private Hospital,-37.990839,145.072504,AU
w390680582,Moora Hospital & Aged Care,-30.639413,116.001691,AU
w391287604,Mayo Private Hospital,-31.882995,152.430666,AU
w391488395,North Eastern Soldiers Memorial Hospital,-41.154566,147.521005,AU
w392705956,Deniliquin Health Service,-35.524132,144.963221,AU
w393100440,Wagin Hospital,-33.304589,117.347451,AU
w394521916,Temora Health Service,-34.443101,147.54301,AU
w394965954,Emergency Health Centre,-42.861576,147.276156,AU
w396486217,Boddington Hospital,-32.803816,116.475827,AU
w397719128,Blue Mountains District ANZAC Memorial Hospital,-33.705234,150.321719,AU
w398097479,Gilgandra Multi-Purpose Service,-31.704218,148.664841,AU
w398269681,Eastern Health,-37.814839,145.118397,AU
w399149634,Stanthorpe Hospital,-28.660894,151.92854,AU
w400977080,Epworth Hawthorn,-37.821703,145.022848,AU
w401709588,Barham Health Service,-35.624077,144.133055,AU
w403000168,Bright District Hospital & Health Services,-36.733036,146.966029,AU
w407871036,Stirling District Hospital,-35.00725,138.71463,AU
w415013671,Dubbo Base Hospital,-32.239348,148.620953,AU
w415194318,Clifton Co-Op Hospital,-27.930356,151.911569,AU
w415385427,Eden Private Hospital,-26.41992,152.90875,AU
w417248060,Pindara Private Hospital,-28.007524,153.393567,AU
w419608150,Hirondelle Private Hospital,-33.790105,151.178608,AU
w421210995,North Gosford Private Hospital,-33.41843,151.349583,AU
w421616017,Jack Towney Hostel,-31.704464,148.645428,AU
w421754844,Kyabram Hospital,-36.315534,145.042367,AU
w421988719,Bonalbo Multi-Purpose Service,-28.73406,152.622578,AU
w422791254,Delmar Private Hospital,-33.757981,151.288186,AU
w422791257,Goondiwindi Hospital,-28.547951,150.302067,AU
w422791262,Moriseset Comunity Health Centre,-33.111794,151.479793,AU
w423399148,Tumbarumba Multi-Purpose Service,-35.778698,148.006441,AU
w424447913,Crystal Brook Hospital,-33.354396,138.21345,AU
w426328412,Cabrini Rehabilitation - Glen Huntly,-37.886112,145.009214,AU
w426339014,Cabrini Rehabilitation - Hopetoun Road,-37.884843,145.010384,AU
w430461708,Culcairn Multi-Purpose Service,-35.667617,147.04244,AU
w430675026,Currumbin Private Clinic,-28.133446,153.486936,AU
w430754098,Colac Area Health,-38.341273,143.582838,AU
w431668599,Muswellbrook Hospital,-32.264288,150.899966,AU
w432304254,Finley Health Service,-35.641766,145.568053,AU
w434318172,Lady Davidson Private Hospital,-33.690846,151.150682,AU
w435140412,John Fawkner Private Hospital,-37.7541,144.959127,AU
w437574806,The San Day Surgery,-33.702069,151.110642,AU
w438361661,Beaudesert Hospital,-27.985065,153.002438,AU
w439643028,Hawkesbury District Health Service,-33.610578,150.820809,AU
w439643798,Corowa Hospital,-35.993263,146.383419,AU
w440681638,Neringah Hospital,-33.717647,151.114327,AU
w441086347,Bowral and District Hospital,-34.484891,150.423437,AU
w444675754,Wollongong Hospital,-34.424523,150.882974,AU
w445910480,Millicent and Districts Hospital and Health Service,-37.597925,140.359103,AU
w450185203,Portland District Hospital,-38.341165,141.605558,AU
w453176263,Boggabri Multi-Purpose Service,-30.711479,150.040247,AU
w455387843,Murwillumbah Hospital,-28.323565,153.400378,AU
w456141479,The Queen Elizabeth Centre,-37.97187,145.178625,AU
w456169359,Campbell Town Health and Community Service,-41.926319,147.492853,AU
w459140274,Lake Cargelligo Multi Purpose Service,-33.292699,146.374162,AU
w462666237,Wyalong Hospital,-33.916525,147.19684,AU
w463175506,May Shaw Health and Aged Care for Living,-42.127615,148.077106,AU
w463261125,Julanimawu Health Care Centre,-11.758782,130.639168,AU
w463590321,South Perth Community Centre Hospital,-31.988056,115.863765,AU
w463976898,Oberon Hospital,-33.705343,149.853305,AU
w466854851,Baringa Private Hospital,-30.27888,153.103218,AU
w469370525,Queanbeyan Hospital and Health Service,-35.3481,149.232603,AU
w474103843,Ouyen Hospital,-35.074417,142.312556,AU
w474684281,Denman Multi-Purpose Service,-32.389659,150.684542,AU
w475188176,Portland District Hospital,-33.353659,149.973425,AU
w477617913,Ouse District Public Hospital,-42.486337,146.717047,AU
w480675917,La Trobe Private Hospital,-37.71589,145.044497,AU
w481317349,Dubbo Private Hospital,-32.236889,148.620872,AU
w481480684,Nhill Hospital,-36.334103,141.655813,AU
w481494062,Swan Hill District Health,-35.340485,143.556225,AU
w483020532,Holmesglen Private Hospital,-37.935891,145.050893,AU
w487975558,Parkes District Hospital,-33.153397,148.170522,AU
w489986886,Kalbarri Health Centre,-27.71294,114.161584,AU
w491495569,Avive Clinic Mt Eliza,-38.179066,145.095261,AU
w494037040,Fiona Stanley Hospital,-32.06969,115.846331,AU
w495571476,Calvary Riverina Hospital,-35.119507,147.35297,AU
w495966217,Liverpool Hospital,-33.919864,150.93112,AU
w500397105,St George Hospital,-28.027405,148.592922,AU
w501895113,Noarlunga Health Service,-35.140316,138.500734,AU
w503901378,Naracoorte Health Service,-36.966241,140.74324,AU
w504675502,Bentley Health Service,-32.005758,115.927854,AU
w507666827,Graylands Hospital,-31.962694,115.788921,AU
w507700592,Chatswood Private Hospital,-33.797663,151.185733,AU
w510072764,Keith & District Hospital,-36.096865,140.345071,AU
w511921065,St Vincent's Private Hospital Werribee,-37.887843,144.70221,AU
w511921069,Wyndham Private Medical Centre,-37.886569,144.701454,AU
w513626781,Joondalup Health Campus,-31.737983,115.772378,AU
w515818556,Moree Hospital,-29.470311,149.83995,AU
w527998165,Laura and Districts Hospital,-33.175007,138.298614,AU
w539205601,Gin Gin Hospital,-24.985937,151.953401,AU
w539434520,Mount Perry Health Centre,-25.181744,151.646094,AU
w542174617,Gailes Community Care Unit,-27.612416,152.917183,AU
w543009042,Northern Yorke Peninsula Health Service (Wallaroo),-33.927363,137.636489,AU
w543864386,Ballina District Hospital,-28.863183,153.564441,AU
w544230987,Strathalbyn and District Health Services,-35.257821,138.893826,AU
w545775020,Williamstown Hospital,-37.863406,144.892384,AU
w545921886,Braidwood Multi-Purpose Service,-35.443475,149.805675,AU
w546916140,Nambour Selangor Private Hospital,-26.618177,152.956245,AU
w549210096,Kapunda Hospital,-34.330316,138.921401,AU
w549222183,Mount Pleasant Hospital,-34.773737,139.054491,AU
w551537848,Bendigo Health,-36.749126,144.281255,AU
w554115292,Armidale Hospital,-30.512916,151.655037,AU
w555899336,Royal Darwin Hospital,-12.354674,130.882485,AU
w562158800,Monash Children's Hospital,-37.919412,145.123559,AU
w562995717,Waikerie Health Service,-34.182317,139.985347,AU
w565943117,Lameroo District Hospital,-35.328181,140.51422,AU
w566097293,Pinnaroo Soldiers' Memorial Hospital,-35.257622,140.902169,AU
w566540987,Karoonda & District Soldiers' Memorial Hospital,-35.094154,139.889699,AU
w568931536,Gunnedah Hospital and Health Service,-30.983167,150.251303,AU
w569461060,Belmont Hospital,-33.02457,151.64845,AU
w569916788,University of Canberra Hospital,-35.232495,149.081212,AU
w571212900,Saint Joseph's Hospital,-33.84885,151.028468,AU
w571495472,Westside Private Hospital,-27.49268,152.981628,AU
w578308375,Pambula District Hospital,-36.926637,149.879118,AU
w582545767,Mater Private Hospital Townsville,-19.288776,146.787224,AU
w582546081,Townsville Hospital,-19.320582,146.763335,AU
w583620377,Mater Women's & Children's Hospital,-19.276424,146.799117,AU
w585601642,Lourdes Hospital Dubbo,-32.23792,148.626949,AU
w591106984,Lightning Ridge Multi-Purpose Service,-29.42998,147.98198,AU
w610762538,Hurstville Private Hospital,-33.962351,151.095873,AU
w611049200,Loxton Hospital,-34.454724,140.564319,AU
w612118522,Murgon Hospital,-26.239278,151.950691,AU
w612649832,Gordon Private Hospital,-33.75794,151.152791,AU
w615520995,Bendigo Day Surgery,-36.762197,144.261547,AU
w615799424,Rosemount Hospital,-27.438304,153.032223,AU
w621652887,Cairns Hospital,-16.912409,145.767778,AU
w621842234,Charters Towers Health Services,-20.076001,146.26424,AU
w622687520,St John of God Berwick Hospital,-38.045341,145.344805,AU
w622695747,Palmerston Regional Hospital,-12.475842,131.004019,AU
w629498193,Toowoomba Hospice Association,-27.567462,151.933941,AU
w630869157,Southern Cross Hospital,-31.974497,141.462628,AU
w631993572,Beleura Private Hospital,-38.224742,145.049387,AU
w632337568,St Vincent's Hospital,-33.880324,151.221173,AU
w636479650,Saibai Island Primary Health Care Centre,-9.377847,142.621915,AU
w637390514,Northern Beaches Hospital,-33.750841,151.232753,AU
w637393152,Sutherland Hospital,-34.037385,151.11474,AU
w645516737,Tamworth Rural Referral Hospital,-31.073041,150.925084,AU
w664761386,Miami Day Hospital,-28.063033,153.43682,AU
w665503968,Linacre Private Hospital,-37.942679,145.003361,AU
w669497397,Silver Chain Health Service,-34.978196,116.732819,AU
w669631283,Saint John of God Hospital Subiaco,-31.941863,115.825416,AU
w682014490,Narrabri Hospital,-30.325842,149.776814,AU
w684296970,Cairns North Community Health Facility,-16.902033,145.756276,AU
w685186239,Gnowangerup District Hospital,-33.930451,118.00297,AU
w688062120,Shellharbour Private Hospital,-34.558906,150.847991,AU
w688094275,Port Kembla Hospital,-34.486093,150.881206,AU
w688143634,David Berry Hospital,-34.776225,150.712867,AU
w689259806,Eastern Suburbs Private Hospital,-33.910623,151.246125,AU
w694499348,Crookwell District Hospital,-34.46439,149.467477,AU
w696811517,Roebourne Hospital,-20.776496,117.143544,AU
w718257705,St Helens District Hospital and Community Centre,-41.3179,148.24193,AU
w725232147,Victorian Heart Hospital,-37.912569,145.139786,AU
w729422819,St John of God Geraldton Hospital,-28.784129,114.615958,AU
w773692951,Kiama Hospital & Community Health Service,-34.6834,150.850899,AU
w777171851,Ivanhoe Hospital,-32.894571,144.295445,AU
w785265153,Doomadgee Rural Hospital,-17.942328,138.828676,AU
w790227760,Glen Innes Hospital,-29.733593,151.731952,AU
w792730013,Murdoch Clinic,-32.067996,115.84525,AU
w810652867,Macksville Hospital,-30.693673,152.943815,AU
w815092449,Adeney Private Hospital,-37.808572,145.048139,AU
w818272392,Footscray Hospital,-37.794695,144.898218,AU
w830703830,Glengarry Private Hospital,-31.834203,115.784671,AU
w839595958,The Bays Hospital,-38.223578,145.042133,AU
w843379454,Dysart Hospital,-22.582933,148.353138,AU
w844460866,Innisfail Hospital,-17.51912,146.03015,AU
w844677231,Byron Central Hospital,-28.637617,153.556357,AU
w844881045,Dirranbandi Multipurpose Health Service,-28.579442,148.228662,AU
w844885299,Texas Multipurpose Health Service,-28.85645,151.179701,AU
w844886469,Inglewood Multipurpose Health Service,-28.418067,151.061597,AU
w844887392,Millmerran Multipurpose Health Service,-27.879581,151.262737,AU
w844889435,Urbenville Multi-Purpose Service,-28.471442,152.542969,AU
w845940088,St Vincent's Private Hospital Northside,-27.391109,153.02364,AU
w845941690,Pine Rivers Private Hospital,-27.308547,152.994831,AU
w846797582,Mitchell Multipurpose Health Service,-26.490036,147.972192,AU
w846800609,Injune Multipurpose Health Service,-25.847006,148.562536,AU
w846803651,Wallumbilla Community Clinic,-26.581694,149.181096,AU
w847382591,Heywood Rural Health,-38.138082,141.624357,AU
w851929154,Redland Hospital,-27.540247,153.251754,AU
w852230687,Moyne Health,-38.381412,142.227199,AU
w866035797,Psychiatric ward,-36.363638,145.406491,AU
w891830800,Alexandria Specialist Day Hospital,-33.904891,151.19617,AU
w894881008,Boort District Health,-36.111779,143.72735,AU
w899228635,Concept Fertility Centre,-31.956052,115.814447,AU
w903540987,Cohuna District Hospital,-35.800245,144.214909,AU
w909229847,Alpha Emergency Hub,-23.649044,146.632997,AU
w911686299,Atherton Hospital,-17.266375,145.483316,AU
w911687275,Aramac Primary Health Centre,-22.966487,145.244781,AU
w911689336,Augathella Multipurpose Health Service,-25.795859,146.590609,AU
w921646709,Ramsay Clinic Northside,-33.817367,151.190549,AU
w921948679,North Shore Private Hospital,-33.82008,151.189307,AU
w922033015,Knight Health - South Perth,-31.977463,115.849173,AU
w924071847,Cloncurry Hospital,-20.704122,140.527878,AU
w934512097,Hedland Health Campus,-20.413598,118.598129,AU
w940739663,Perth Children's Hospital,-31.969334,115.817138,AU
w943440280,Castlecrag Private Hospital,-33.801846,151.217045,AU
w946771057,Geraldton Health Campus,-28.7834,114.611343,AU
w948578377,Eugowra Multi-Purpose Service,-33.424558,148.366943,AU
w953556707,Katherine Hospital,-14.461429,132.264085,AU
w953556716,Katherine Hospital,-14.43943,132.27201,AU
w954455990,Tuggerah Lakes Private Hospital,-33.262314,151.482421,AU
